Timestamp,Temperature,Vibration,Pressure,Flow Rate
2024-03-17 00:00:00,67.64052345967664,0.5147434401650972,1.0617960373649262,0.8966273252380623
2024-03-17 00:01:00,54.00157208367223,0.40225351227541306,0.7588989289960355,1.173319501312841
2024-03-17 00:02:00,59.787379841057394,0.587938994191337,1.2895739328222504,1.0859520085979835
2024-03-17 00:03:00,72.40893199201457,0.5635424526553996,1.0488498479119466,1.0391783978545328
2024-03-17 00:04:00,68.67557990149967,0.5542610783498796,1.4651415918648742,1.0831822868883405
2024-03-17 00:05:00,40.22722120123589,0.5715938893436991,1.1316035444631896,0.8010903476037994
2024-03-17 00:06:00,59.50088417525589,0.2005387139772381,1.0917280823137558,0.8582085467827518
2024-03-17 00:07:00,48.48642791702302,0.5880937561080972,1.2183043893557755,1.0767000897332837
2024-03-17 00:08:00,48.96781148206442,0.6808131810578976,1.4106879497260896,1.0859873991668427
2024-03-17 00:09:00,54.10598501938372,0.5436638474629293,1.087318467376366,1.1411891686792903
2024-03-17 00:10:00,51.44043571160878,0.5192728996499727,1.4029475389659554,1.0342200913904844
2024-03-17 00:11:00,64.54273506962976,0.569643867339144,1.4880607282035245,1.0229000175863976
2024-03-17 00:12:00,57.610377251469934,0.5338225473685115,1.3980645621311891,0.9590550956313
2024-03-17 00:13:00,51.216750164928285,0.5651781261700616,1.5252862981984514,1.1266224321722083
2024-03-17 00:14:00,54.43863232745426,0.5001471000245411,1.4585292042024938,1.140809220859953
2024-03-17 00:15:00,53.33674327374267,0.42332951454630996,1.5029764587786012,0.9806371852293287
2024-03-17 00:16:00,64.94079073157606,0.39956772877853863,1.5208652638831281,0.9502371446426241
2024-03-17 00:17:00,47.94841736234199,0.4001808271768136,1.2416139059259927,0.8201620369253335
2024-03-17 00:18:00,53.13067701650901,0.36269574490491047,1.1141552200855602,1.11683063041544
2024-03-17 00:19:00,41.45904260698275,0.39322579889808934,0.7475512729512388,1.069222820013241
2024-03-17 00:20:00,24.470101841659215,0.6761266127419863,0.9354533760956407,0.9756807882887106
2024-03-17 00:21:00,56.53618595440361,0.5754095663656242,1.1103434401682408,1.0018741493656167
2024-03-17 00:22:00,58.64436198859506,0.43749726093153285,1.1236529825518868,1.1584209005987405
2024-03-17 00:23:00,42.57834979593558,0.4609607306014492,1.1694411073195827,1.1510696307363373
2024-03-17 00:24:00,72.69754623987608,0.5112557530906454,0.99984790195025,0.8716334073626268
2024-03-17 00:25:00,35.45634325401235,0.4344454970515642,0.8808444777117371,1.139603797077111
2024-03-17 00:26:00,50.45758517301446,0.5067516857174325,1.1739553667066547,1.0038955773468976
2024-03-17 00:27:00,48.128161499741665,0.5777604137902912,1.162116414237642,0.842447179611872
2024-03-17 00:28:00,65.32779214358457,0.49642572664518264,1.0384891916900267,0.9245934875247056
2024-03-17 00:29:00,64.69358769900285,0.5336015742661993,1.051569567669923,1.074778295992207
2024-03-17 00:30:00,51.54947425696916,0.5886491539359616,1.0119686816255187,1.157373564160967
2024-03-17 00:31:00,53.781625196021736,0.4727868243981792,1.1206952521967364,0.8433398937851437
2024-03-17 00:32:00,41.12214252369887,0.5284790599134364,1.0287394346009497,1.0438612794430306
2024-03-17 00:33:00,30.19203531776073,0.46906224071166386,1.451975066303403,1.0712515703431373
2024-03-17 00:34:00,46.52087850673848,0.49714711301655834,1.2481993464090242,0.9104708025110643
